id,chords,release_date,genres,decade,rock_genre,artist_id,main_genre,spotify_song_id,spotify_artist_id,artist_name,artist_url,song_name,song_url,key,roman_numerals,harmonic_fingerprint
842,<intro_1> Bmin Bmin/Fs G A Emin D/Fs G A Bmin Bmin/Fs G A Emin D/Fs G A <verse_1> Bmin Bmin/Fs G A Emin D/Fs G A Bmin Bmin/Fs G A Emin D/Fs G Gadd13 <chorus_1> D A G Gadd13 D A G Gadd13 D A Bmin G D A Bmin <verse_2> Bmin/Fs G A Emin D/Fs G A Bmin Bmin/Fs G A Emin D/Fs G Gadd13 <chorus_2> D A G Gadd13 D A G Gadd13 D A Bmin G D A Bmin D A Bmin <outro_1> Bmin/Fs G A Emin D/Fs G A Bmin Bmin7 Gmaj7 Gadd9 Gmaj7 Emin D/Fs G Gadd13 D,2016-04-14,,2010.0,,artist_575,,3lvUE1Tx9kL37aGaF7FIKM,7nW46aJfNHxK9Y3M5Dhadk,Jack Van Cleaf,https://open.spotify.com/artist/7nW46aJfNHxK9Y3M5Dhadk,Santa Anas,https://open.spotify.com/track/3lvUE1Tx9kL37aGaF7FIKM,B,I - I - ? - ? - IV - ? - ? - ? - I - I - ? - ? - IV - ? - ? - ? - I - I - ? - ? - IV - ? - ? - ? - I - I - ? - ? - IV - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - ? - I - I - ? - ? - IV - ? - ? - ? - I - I - ? - ? - IV - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - ? - I - ? - ? - I - I - ? - ? - IV - ? - ? - ? - I - I - ? - ? - ? - IV - ? - ? - ? - ?,"1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1"
843,<verse_1> Cmaj7 G Cmaj7 G Cmaj7 G Cmaj7 G <instrumental_1> Cmaj7 G Cmaj7 G <chorus_1> Cmaj7 G Cadd9 Cmaj7 G Cadd9 <chorus_2> Cmaj7 G Cadd9 Cmaj7 G Cadd9 Cmaj7 G Cadd9 Cmaj7 G Cadd9 Cmaj7,,'indie r&b',,,artist_576,soul,,4zoRNhOhsGX3w8yBAnFSQ8,Paul Russell,https://open.spotify.com/artist/4zoRNhOhsGX3w8yBAnFSQ8,,,C,I - ? - I - ? - I - ? - I - ? - I - ? - I - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I,"1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1"
844,<intro_1> G C/G G Amin7 Cadd9 Dno3d G <verse_1> C/G Dno3d G A7sus4 Cadd9 Dno3d G <chorus_1> Amin7 Cadd9 Dno3d G Amin7 Cadd9 Dno3d G <verse_2> C/G Dno3d G A7sus4 Cadd9 Dno3d G <chorus_2> Amin7 Cadd9 Dno3d G Amin7 Cadd9 Dno3d G <chorus_3> Amin7 Cadd9 Dno3d G Amin7 Cadd9 Dno3d G <verse_3> C/G Dno3d G A7sus4 Cadd9 Dno3d G <chorus_4> Amin7 Cadd9 Dno3d G Amin7 Cadd9 Dno3d G <outro_1> Amin7 Cadd9 Dno3d G Amin7 Cadd9 Dno3d G Amin7 Cadd9 Dno3d G Amin7 Cadd9 Dno3d G Amin7 Cadd9 Dno3d G D/Fs G D/Fs G D/Fs G,1989-01-01,'chanson' 'french rock' 'swiss rock',1980.0,swiss rock,artist_203,rock,3wJ5zfFloOrpjCniEcgVTA,29My6ypNwcVp0mjpy3sX2E,Stephan Eicher,https://open.spotify.com/artist/29My6ypNwcVp0mjpy3sX2E,My Heart On Your Back,https://open.spotify.com/track/3wJ5zfFloOrpjCniEcgVTA,A,? - ? - ? - I - ? - ? - ? - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - IV - ? - IV - ? - IV - ?,"1,1 | 1,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1"
845,<verse_1> G C G D G C G D G <chorus_1> C G D G C G D G <verse_2> C G D G C G D G,,'family gospel',,,artist_577,,,2qOrysv5iso39fQCNvipOp,The Paynes,https://open.spotify.com/artist/2qOrysv5iso39fQCNvipOp,,,Unknown,? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ?,"1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1"
846,<verse_1> C Amin F C Amin F C Amin F C Amin F C <chorus_1> Amin F C Amin F C Amin F G C Amin F G C Amin F G C Amin F C Amin F C Amin F C Amin F C <chorus_2> Amin F C Amin F C Amin F G C Amin F G C Amin F G C <solo_1> Amin F C <chorus_3> Amin F C Amin F C Amin F C Amin F C Amin F G C Amin F G C Amin F G C,2023-01-06,'jawaiian' 'reggae rock',2020.0,reggae rock,artist_578,rock,3pB7gL97eTfd8S0vBxJErb,5RkXaPxdZ8L7ERNgDZXlKh,The Green,https://open.spotify.com/artist/5RkXaPxdZ8L7ERNgDZXlKh,Young Man (with Common Kings) - Remix,https://open.spotify.com/track/3pB7gL97eTfd8S0vBxJErb,A,? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ?,"1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1"
847,<intro_1> D <verse_1> Dsus4 D G D G D A D Dsus4 D G D G D A D Dsus4 D A D Dsus4 D A <verse_2> D Dsus4 D G D G D A D Dsus4 D G D G D A D Dsus4 D A <bridge_1> Bmin G D Bmin G D Bmin G D Emin G A <verse_3> D Dsus4 D G D G D A D Dsus4 D G D G D A Bmin A Bmin A D Dsus4 D Dsus4 D G D,,,,,,,,,,,,,D,? - I - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - vi - ? - ? - vi - ? - ? - vi - ? - ? - ii - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - vi - ? - vi - ? - ? - I - ? - I - ? - ? - ?,"1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,1 | 1,1 | 1,1 | 1,1"
848,Asmin Fs Cs Gs Asmin Fs Cs Gs Asmin Cs C Cs Asmin C Cs Asmin Fs Cs Gs Asmin Cs C Asmin Cs C Cs Asmin C Cs Asmin C Asmin C Asmin C Asmin Cs C Cs Asmin C Cs Asmin C Cs Asmin C Cs Asmin Fs Cs Gs Asmin,2021-08-20,,2020.0,,artist_579,,5t3m9uNevIiDkuw5oKBfK1,07lusnnfarU3wvElRDWYDi,Axl Red,https://open.spotify.com/artist/07lusnnfarU3wvElRDWYDi,Dull Love,https://open.spotify.com/track/5t3m9uNevIiDkuw5oKBfK1,Unknown,? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ? - ?,"1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1"
849,<intro_1> F Gmin As C F Gmin As C F <chorus_1> Gmin As C F Gmin As C F <verse_1> C F As C F Gmin C F <chorus_2> Gmin As C F Gmin As C F <verse_2> C F As C F Gmin C F <chorus_3> Gmin As C F Gmin As C F Gmin As C F Gmin As C F <verse_3> C F As C F Gmin C F <chorus_4> Gmin As C F Gmin As C F,,,,,,,,,,,,,G,? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - I - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - ? - ? - ? - ? - ? - I - ? - ? - I - ? - ? - ? - I - ? - ? - ?,"1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1"
850,<verse_1> D E Bmin G D E Bmin G D E Bmin G D E Bmin G <chorus_1> D E Bmin G D E Bmin G D <verse_2> E Bmin G D E Bmin G D E Bmin G D E Bmin G <chorus_2> D E Bmin G D E Bmin G D E Bmin G D E Bmin G D,,,,,artist_580,,,1mo0ccV3ZNvhzMBY8ReU51,Woody Bills,https://open.spotify.com/artist/1mo0ccV3ZNvhzMBY8ReU51,,,B,? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ? - ? - I - ? - ?,"1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1 | 1,1"
851,<intro_1> Fmaj7 Gmin7 Amin7 Adim <chorus_1> C13 C7 C13 C9 Fmaj7 Fadd13 Fmaj7 Fsdim C13 C7 C13 C9 Fmaj7 Fadd13 C7 <intro_2> Fadd13 C9 <verse_1> Fmaj7 Gmin7 Amin7 Fmaj7 Gmin7 Amin7 Adim <chorus_2> C13 C7 C13 C9 Fmaj7 Fadd13 Fmaj7 Fadd13 <verse_2> Fmaj7 Gmin7 Amin7 Fmaj7 Gmin7 Amin7 Adim <chorus_3> C13 C7 C13 C9 Fmaj7 Fadd13 Fmaj7 Fadd13 <bridge_1> F7 Bb7 F7 Bb7 G7 C13 <verse_3> Fmaj7 Gmin7 Amin7 Fmaj7 Gmin7 Amin7 Adim <chorus_4> C13 C7 C13 C9 Fmaj7 Fadd13 Fmaj7 Fadd13 <bridge_2> F7 Bb7 F7 Bb7 G7 C13 <verse_4> Fmaj7 Gmin7 Amin7 Fmaj7 Gmin7 Amin7 Fsdim <outro_1> C13 C7 C13 C9 Fmaj7 Fadd13 Fmaj7 Fsdim C13 C7 C13 C9 Fmaj7 Fadd13 Fmaj7 Fsdim C13 C7 C13 C9 Fmaj7 Fadd13 F13/F,1957-01-01,'adult standards' 'jazz' 'jazz blues' 'soul' 'swing' 'vocal jazz',1950.0,,artist_581,jazz,55EYAMBZWyygmDMkE1yBLO,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,https://open.spotify.com/artist/5V0MlUE1Bft0mbLlND7FJz,Just Squeeze Me (But Don't Tease Me),https://open.spotify.com/track/55EYAMBZWyygmDMkE1yBLO,C,IV - V - vi - vi - I - I - I - I - IV - ? - IV - ? - I - I - I - I - IV - ? - I - ? - I - IV - V - vi - IV - V - vi - vi - I - I - I - I - IV - ? - IV - ? - IV - V - vi - IV - V - vi - vi - I - I - I - I - IV - ? - IV - ? - IV - ? - IV - ? - V - I - IV - V - vi - IV - V - vi - vi - I - I - I - I - IV - ? - IV - ? - IV - ? - IV - ? - V - I - IV - V - vi - IV - V - vi - ? - I - I - I - I - IV - ? - IV - ? - I - I - I - I - IV - ? - IV - ? - I - I - I - I - IV - ? - IV,"1,1,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1 | 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1"
